user_id,benchmark_tier,query_type,eligible_target_count,complete_cue_count,unique_event_candidate_count,leakage_safe_candidate_count,status,skip_reason,selected_event_id,selected_venue_id,same_user_target_venue_query_count,target_venue_reused_across_query_types,is_high_memory_load
44616,stress_test,relational_between,39,19,19,19,generated,,2018_895858__event_002,1098,1,False,False
45189,core,semantic,25,25,10,10,generated,,2018_907312__event_002,183,1,False,False
45189,core,temporal_spatial,25,25,19,19,generated,,2018_907321__event_001,1221,2,True,False
45189,core,relational_after,25,15,15,15,generated,,2018_907314__event_003,1221,2,True,False
45189,stress_test,relational_between,25,5,5,5,generated,,2018_907314__event_002,209,1,False,False
45205,core,semantic,140,140,11,11,generated,,2018_907576__event_001,1,1,False,True
45205,core,temporal_spatial,140,140,45,45,generated,,2018_907469__event_003,3876,1,False,True
45205,core,relational_after,140,86,42,42,generated,,2018_907559__event_002,303,1,False,True
45205,stress_test,relational_between,140,32,26,26,generated,,2018_907559__event_005,1868,1,False,True
50046,core,semantic,54,55,14,14,generated,,2018_1003971__event_002,3318,1,False,True
50046,core,temporal_spatial,54,55,40,40,generated,,2018_1004028__event_001,3960,1,False,True
50046,core,relational_after,54,30,27,27,generated,,2018_1004059__event_002,31,1,False,True
50046,stress_test,relational_between,54,5,5,5,generated,,2018_1004024__event_002,927,1,False,True
51031,core,semantic,39,49,16,16,generated,,2018_1023533__event_001,1837,1,False,True
51031,core,temporal_spatial,39,49,29,29,generated,,2018_1023533__event_003,83,1,False,True
51031,core,relational_after,39,23,15,15,generated,,2018_1023518__event_002,2,2,True,True
51031,stress_test,relational_between,39,5,2,2,generated,,2018_1023518__event_002,2,2,True,True
51516,core,semantic,33,33,8,8,generated,,2018_1033014__event_002,3812,1,False,False
51516,core,temporal_spatial,33,33,24,24,generated,,2018_1033126__event_001,363,1,False,False
51516,core,relational_after,33,20,18,18,generated,,2018_1033040__event_002,80,1,False,False
51516,stress_test,relational_between,33,7,7,7,generated,,2018_1033126__event_002,2557,1,False,False
52894,core,semantic,42,43,21,21,generated,,2018_1058963__event_001,1606,1,False,False
52894,core,temporal_spatial,42,43,29,29,generated,,2018_1058964__event_002,729,2,True,False
52894,core,relational_after,42,23,23,23,generated,,2018_1058960__event_002,4464,1,False,False
52894,stress_test,relational_between,42,5,5,5,generated,,2018_1058964__event_002,729,2,True,False
53205,core,semantic,40,40,9,9,generated,,2018_1065540__event_002,1254,1,False,False
53205,core,temporal_spatial,40,40,32,32,generated,,2018_1065533__event_001,83,1,False,False
53205,core,relational_after,40,24,24,24,generated,,2018_1065533__event_002,4582,1,False,False
53205,stress_test,relational_between,40,8,8,8,generated,,2018_1065518__event_002,125,1,False,False
53405,core,semantic,26,26,17,17,generated,,2018_1068990__event_002,3499,1,False,False
53405,core,temporal_spatial,26,26,21,21,generated,,2018_1068997__event_001,3677,1,False,False
53405,core,relational_after,26,16,16,16,generated,,2018_1069059__event_003,1442,1,False,False
53405,stress_test,relational_between,26,6,6,6,generated,,2018_1069036__event_002,820,1,False,False
55985,core,semantic,30,30,7,7,generated,,2018_1115814__event_001,2003,1,False,False
55985,core,temporal_spatial,30,30,14,14,generated,,2018_1115818__event_001,1559,1,False,False
55985,core,relational_after,30,17,11,11,generated,,2018_1115816__event_002,2352,1,False,False
55985,stress_test,relational_between,30,4,4,4,generated,,2018_1115811__event_002,1771,1,False,False
59554,core,semantic,23,23,3,3,generated,,2018_1176853__event_001,1040,1,False,False
59554,core,temporal_spatial,23,23,9,9,generated,,2018_1176829__event_002,600,2,True,False
59554,core,relational_after,23,12,9,9,generated,,2018_1176858__event_002,600,2,True,False
59554,stress_test,relational_between,23,1,1,1,generated,,2018_1176852__event_002,593,1,False,False
60393,core,semantic,170,170,23,23,generated,,2018_1190532__event_003,1277,1,False,True
60393,core,temporal_spatial,170,170,78,78,generated,,2018_1190583__event_004,131,1,False,True
60393,core,relational_after,170,119,77,77,generated,,2018_1190515__event_002,2803,1,False,True
60393,stress_test,relational_between,170,68,66,66,generated,,2018_1190503__event_004,1807,1,False,True
70564,core,semantic,105,106,13,13,generated,,2018_1332642__event_003,570,1,False,True
70564,core,temporal_spatial,105,106,59,59,generated,,2018_1332644__event_002,3118,1,False,True
70564,core,relational_after,105,64,43,43,generated,,2018_1332637__event_002,1396,1,False,True
70564,stress_test,relational_between,105,23,23,18,generated,,2018_1332686__event_002,1078,1,False,True
70703,core,semantic,46,47,15,15,generated,,2018_1335096__event_001,4008,1,False,False
70703,core,temporal_spatial,46,47,26,26,generated,,2018_1335104__event_002,3453,1,False,False
70703,core,relational_after,46,28,25,25,generated,,2018_1335107__event_002,4160,1,False,False
70703,stress_test,relational_between,46,10,9,9,generated,,2018_1335105__event_003,1208,1,False,False
72210,core,semantic,28,35,9,9,generated,,2018_1357857__event_004,1516,1,False,False
72210,core,temporal_spatial,28,35,22,22,generated,,2018_1357875__event_001,11,1,False,False
72210,core,relational_after,28,15,13,13,generated,,2018_1357875__event_003,3582,1,False,False
72210,stress_test,relational_between,28,6,5,5,generated,,2018_1357857__event_002,4293,1,False,False
72444,core,semantic,29,29,8,8,generated,,2018_1361355__event_004,375,1,False,False
72444,core,temporal_spatial,29,29,18,18,generated,,2018_1361348__event_002,4,1,False,False
72444,core,relational_after,29,17,12,12,generated,,2018_1361355__event_005,2571,1,False,False
72444,stress_test,relational_between,29,5,5,5,generated,,2018_1361371__event_002,2,1,False,False
74188,core,semantic,37,39,13,13,generated,,2018_1388318__event_002,1432,1,False,False
74188,core,temporal_spatial,37,39,25,25,generated,,2018_1388319__event_003,1488,1,False,False
74188,core,relational_after,37,24,23,23,generated,,2018_1388327__event_003,1637,2,True,False
74188,stress_test,relational_between,37,12,11,11,generated,,2018_1388327__event_003,1637,2,True,False
74982,core,semantic,23,24,14,14,generated,,2018_1402586__event_001,4006,1,False,False
74982,core,temporal_spatial,23,24,19,19,generated,,2018_1402556__event_002,4610,1,False,False
74982,core,relational_after,23,13,13,13,generated,,2018_1402558__event_002,1450,1,False,False
74982,stress_test,relational_between,23,3,3,3,generated,,2018_1402555__event_002,508,1,False,False
78286,core,semantic,57,76,13,13,generated,,2018_1453199__event_002,602,1,False,True
78286,core,temporal_spatial,57,76,19,19,generated,,2018_1453219__event_001,2352,1,False,True
78286,core,relational_after,57,34,13,13,generated,,2018_1453204__event_002,3105,1,False,True
78286,stress_test,relational_between,57,4,3,3,generated,,2018_1453186__event_002,363,1,False,True
79139,core,semantic,32,32,6,6,generated,,2018_1466953__event_003,3099,1,False,False
79139,core,temporal_spatial,32,32,16,16,generated,,2018_1466948__event_002,171,2,True,False
79139,core,relational_after,32,20,20,20,generated,,2018_1466945__event_002,1895,1,False,False
79139,stress_test,relational_between,32,8,8,8,generated,,2018_1466948__event_002,171,2,True,False
79719,core,semantic,56,57,11,11,generated,,2018_1475331__event_001,327,1,False,True
79719,core,temporal_spatial,56,57,22,22,generated,,2018_1475338__event_002,25,1,False,True
79719,core,relational_after,56,33,24,24,generated,,2018_1475337__event_002,704,1,False,True
79719,stress_test,relational_between,56,10,9,9,generated,,2018_1475396__event_002,2,1,False,True
80051,core,semantic,34,34,13,13,generated,,2018_1480044__event_001,80,1,False,False
80051,core,temporal_spatial,34,34,30,30,generated,,2018_1480056__event_001,193,1,False,False
80051,core,relational_after,34,19,19,19,generated,,2018_1480024__event_002,2644,1,False,False
80051,stress_test,relational_between,34,4,4,4,generated,,2018_1480027__event_002,2515,1,False,False
80415,core,semantic,25,25,8,8,generated,,2018_1485473__event_002,3517,1,False,False
80415,core,temporal_spatial,25,25,20,20,generated,,2018_1485536__event_002,668,1,False,False
80415,core,relational_after,25,14,14,14,generated,,2018_1485522__event_003,12,1,False,False
80415,stress_test,relational_between,25,3,3,3,generated,,2018_1485455__event_002,2471,1,False,False
80480,core,semantic,38,38,4,4,generated,,2018_1486540__event_003,1903,1,False,False
80480,core,temporal_spatial,38,38,31,31,generated,,2018_1486550__event_002,1659,1,False,False
80480,core,relational_after,38,22,13,13,generated,,2018_1486542__event_002,831,2,True,False
80480,stress_test,relational_between,38,6,6,6,generated,,2018_1486542__event_002,831,2,True,False
86988,core,semantic,47,47,4,4,generated,,2018_1596327__event_005,2463,1,False,True
86988,core,temporal_spatial,47,47,19,19,generated,,2018_1596300__event_003,4088,1,False,True
86988,core,relational_after,47,27,14,14,generated,,2018_1596296__event_002,2014,1,False,True
86988,stress_test,relational_between,47,7,7,7,generated,,2018_1596327__event_004,2407,1,False,True
87391,core,semantic,11,20,0,0,skipped,no_unique_event_candidate,,,0,False,False
87391,core,temporal_spatial,11,20,3,3,generated,,2018_1602172__event_001,1260,1,False,False
87391,core,relational_after,11,10,1,0,skipped,target_name_leakage,,,0,False,False
87391,stress_test,relational_between,11,0,0,0,skipped,no_complete_cue,,,0,False,False
88625,core,semantic,32,32,8,8,generated,,2018_1619230__event_001,1281,1,False,False
88625,core,temporal_spatial,32,32,20,20,generated,,2018_1619221__event_002,2,2,True,False
88625,core,relational_after,32,19,13,13,generated,,2018_1619235__event_004,3812,1,False,False
88625,stress_test,relational_between,32,6,6,6,generated,,2018_1619221__event_002,2,2,True,False
88793,core,semantic,46,50,14,14,generated,,2018_1621568__event_002,2,1,False,True
88793,core,temporal_spatial,46,50,20,20,generated,,2018_1621591__event_002,1260,1,False,True
88793,core,relational_after,46,25,18,18,generated,,2018_1621573__event_002,4457,1,False,True
88793,stress_test,relational_between,46,6,5,5,generated,,2018_1621562__event_002,1485,1,False,True
