query_id,user_id,benchmark_tier,query_type,query_language,query_text,target_event_id,target_venue_id,target_name,target_trail_id,target_timestamp,target_category,target_city,cue_year,cue_month,cue_city,cue_category,cue_previous_event_id,cue_previous_place,cue_next_event_id,cue_next_place,is_high_memory_load
tokyo_41088_relational_between,41088,stress_test,relational_between,dataset_native_mixed,Which Train Station did I visit between 八王子駅 (Hachiōji Sta.) and Kanto Lodge?,2018_831017__event_002,18,拝島駅 (Haijima Sta.),2018_831017,2018-01-07 15:16:00,Train Station,Fussa,,,,Train Station,2018_831017__event_001,八王子駅 (Hachiōji Sta.),2018_831017__event_003,Kanto Lodge,True
tokyo_42282_relational_between,42282,stress_test,relational_between,dataset_native_mixed,Which Fast Food Restaurant did I visit between 滝山病院 and 東村山税務署?,2018_852454__event_002,375,マクドナルド,2018_852454,2018-01-29 04:49:00,Fast Food Restaurant,Higashimurayama,,,,Fast Food Restaurant,2018_852454__event_001,滝山病院,2018_852454__event_003,東村山税務署,False
tokyo_44616_relational_between,44616,stress_test,relational_between,dataset_native_mixed,Which Furniture / Home Store did I visit between 三菱UFJ銀行 秋川駅前出張所 and カインズ?,2018_895858__event_002,1098,ケーヨーデイツー あきる野店,2018_895858,2017-10-24 10:06:00,Furniture / Home Store,Fussa,,,,Furniture / Home Store,2018_895858__event_001,三菱UFJ銀行 秋川駅前出張所,2018_895858__event_003,カインズ,False
tokyo_45189_relational_between,45189,stress_test,relational_between,dataset_native_mixed,Which Hot Spring did I visit between 八王子オクトーレ (Hachioji Octore) and ラウンドワン 八王子店?,2018_907314__event_002,209,昭島温泉 湯楽の里,2018_907314,2017-12-13 13:25:00,Hot Spring,Fussa,,,,Hot Spring,2018_907314__event_001,八王子オクトーレ (Hachioji Octore),2018_907314__event_003,ラウンドワン 八王子店,False
tokyo_45205_relational_between,45205,stress_test,relational_between,dataset_native_mixed,Which Bridge did I visit between 宮ヶ瀬 バス停 and 株式会社エコリターン?,2018_907559__event_005,1868,虹の大橋,2018_907559,2018-08-13 18:31:00,Bridge,Hachiōji,,,,Bridge,2018_907559__event_004,宮ヶ瀬 バス停,2018_907559__event_006,株式会社エコリターン,True
tokyo_50046_relational_between,50046,stress_test,relational_between,dataset_native_mixed,Which Coffee Shop did I visit between 西友 福生店 and ビッグ・エー 羽村神明台店?,2018_1004024__event_002,927,Starbucks,2018_1004024,2018-04-14 06:50:00,Coffee Shop,Fussa,,,,Coffee Shop,2018_1004024__event_001,西友 福生店,2018_1004024__event_003,ビッグ・エー 羽村神明台店,True
tokyo_51031_relational_between,51031,stress_test,relational_between,dataset_native_mixed,Which Train Station did I visit between 西八王子駅 (Nishi-Hachiōji Sta.) (JC23) and 八王子みなみ野駅 (Hachiōjiminamino Sta.)?,2018_1023518__event_002,2,八王子駅 (Hachiōji Sta.),2018_1023518,2018-02-03 00:55:00,Train Station,Hachiōji,,,,Train Station,2018_1023518__event_001,西八王子駅 (Nishi-Hachiōji Sta.) (JC23),2018_1023518__event_003,八王子みなみ野駅 (Hachiōjiminamino Sta.),True
tokyo_51516_relational_between,51516,stress_test,relational_between,dataset_native_mixed,Which Chinese Restaurant did I visit between 第二ゲート前交差点 and 道の駅 八王子滝山?,2018_1033126__event_002,2557,大進亭,2018_1033126,2018-10-07 11:13:00,Chinese Restaurant,Hachiōji,,,,Chinese Restaurant,2018_1033126__event_001,第二ゲート前交差点,2018_1033126__event_003,道の駅 八王子滝山,False
tokyo_52894_relational_between,52894,stress_test,relational_between,dataset_native_mixed,Which Sushi Restaurant did I visit between 太平 and Starbucks?,2018_1058964__event_002,729,スシロー,2018_1058964,2017-11-19 11:51:00,Sushi Restaurant,Fussa,,,,Sushi Restaurant,2018_1058964__event_001,太平,2018_1058964__event_003,Starbucks,False
tokyo_53205_relational_between,53205,stress_test,relational_between,dataset_native_mixed,Which Discount Store did I visit between ヤマダデンキ テックランド八王子高尾店 and 壱発ラーメン?,2018_1065518__event_002,125,ドン・キホーテ,2018_1065518,2018-02-22 02:42:00,Discount Store,Hachiōji,,,,Discount Store,2018_1065518__event_001,ヤマダデンキ テックランド八王子高尾店,2018_1065518__event_003,壱発ラーメン,False
tokyo_53405_relational_between,53405,stress_test,relational_between,dataset_native_mixed,Which Concert Hall did I visit between リンガーハット and 藍屋 羽村店?,2018_1069036__event_002,820,羽村市生涯学習センター ゆとろぎ,2018_1069036,2018-05-03 07:49:00,Concert Hall,Fussa,,,,Concert Hall,2018_1069036__event_001,リンガーハット,2018_1069036__event_003,藍屋 羽村店,False
tokyo_55985_relational_between,55985,stress_test,relational_between,dataset_native_mixed,Which Chinese Restaurant did I visit between アプレシオ 八王子駅前店 and カラオケルーム歌広場 八王子駅前店?,2018_1115811__event_002,1771,日高屋,2018_1115811,2017-10-28 21:42:00,Chinese Restaurant,Hachiōji,,,,Chinese Restaurant,2018_1115811__event_001,アプレシオ 八王子駅前店,2018_1115811__event_003,カラオケルーム歌広場 八王子駅前店,False
tokyo_59554_relational_between,59554,stress_test,relational_between,dataset_native_mixed,Which Road did I visit between 橋本五差路交差点 and イオン 日の出店?,2018_1176852__event_002,593,日の出IC,2018_1176852,2018-04-26 02:18:00,Road,Fussa,,,,Road,2018_1176852__event_001,橋本五差路交差点,2018_1176852__event_003,イオン 日の出店,False
tokyo_60393_relational_between,60393,stress_test,relational_between,dataset_native_mixed,Which Café did I visit between アドアーズ 八王子店 and アドアーズ 八王子店?,2018_1190503__event_004,1807,キクマツヤ Café 八王子パル店,2018_1190503,2017-12-21 04:43:00,Café,Hachiōji,,,,Café,2018_1190503__event_003,アドアーズ 八王子店,2018_1190503__event_005,アドアーズ 八王子店,True
tokyo_70564_relational_between,70564,stress_test,relational_between,dataset_native_mixed,Which Convenience Store did I visit between ESSO 八王子SS and 鳥居原ふれあいの館?,2018_1332686__event_002,1078,セブンイレブン 八王子インター北店,2018_1332686,2018-04-20 00:52:00,Convenience Store,Hachiōji,,,,Convenience Store,2018_1332686__event_001,ESSO 八王子SS,2018_1332686__event_003,鳥居原ふれあいの館,True
tokyo_70703_relational_between,70703,stress_test,relational_between,dataset_native_mixed,Which Board Shop did I visit between KAZE 本店 and つるや製菓 (都まんじゅう)?,2018_1335105__event_003,1208,ムラサキスポーツ 八王子店,2018_1335105,2017-12-29 08:13:00,Board Shop,Hachiōji,,,,Board Shop,2018_1335105__event_002,KAZE 本店,2018_1335105__event_004,つるや製菓 (都まんじゅう),False
tokyo_72210_relational_between,72210,stress_test,relational_between,dataset_native_mixed,Which Ramen Restaurant did I visit between めじろ台駅 (KO50) and カラオケまねきねこ?,2018_1357857__event_002,4293,ラーメン二郎 めじろ台店,2018_1357857,2017-10-11 03:44:00,Ramen Restaurant,Hachiōji,,,,Ramen Restaurant,2018_1357857__event_001,めじろ台駅 (KO50),2018_1357857__event_003,カラオケまねきねこ,False
tokyo_72444_relational_between,72444,stress_test,relational_between,dataset_native_mixed,Which Train Station did I visit between 京王八王子駅 (Keiō-hachiōji Sta.) and 拝島駅 (Haijima Sta.)?,2018_1361371__event_002,2,八王子駅 (Hachiōji Sta.),2018_1361371,2018-02-27 11:59:00,Train Station,Hachiōji,,,,Train Station,2018_1361371__event_001,京王八王子駅 (Keiō-hachiōji Sta.),2018_1361371__event_003,拝島駅 (Haijima Sta.),False
tokyo_74188_relational_between,74188,stress_test,relational_between,dataset_native_mixed,Which Government Building did I visit between 羽村市役所 and 箱根ヶ崎駅 (Hakonegasaki Sta.)?,2018_1388327__event_003,1637,瑞穂町役場,2018_1388327,2017-12-13 08:17:00,Government Building,Fussa,,,,Government Building,2018_1388327__event_002,羽村市役所,2018_1388327__event_004,箱根ヶ崎駅 (Hakonegasaki Sta.),False
tokyo_74982_relational_between,74982,stress_test,relational_between,dataset_native_mixed,Which Candy Store did I visit between 天丼てんや and ロイヤルホスト?,2018_1402555__event_002,508,ミロワール,2018_1402555,2018-03-18 06:31:00,Candy Store,Higashimurayama,,,,Candy Store,2018_1402555__event_001,天丼てんや,2018_1402555__event_003,ロイヤルホスト,False
tokyo_78286_relational_between,78286,stress_test,relational_between,dataset_native_mixed,Which Intersection did I visit between 壱発ラーメン and 福生消防署 熊川出張所?,2018_1453186__event_002,363,第二ゲート前交差点,2018_1453186,2018-04-28 16:47:00,Intersection,Fussa,,,,Intersection,2018_1453186__event_001,壱発ラーメン,2018_1453186__event_003,福生消防署 熊川出張所,True
tokyo_79139_relational_between,79139,stress_test,relational_between,dataset_native_mixed,Which Shopping Mall did I visit between 片柳研究所棟（東京工科大学） and アピナ 八王子みなみ野店?,2018_1466948__event_002,171,アクロスモール八王子みなみ野,2018_1466948,2017-11-07 09:28:00,Shopping Mall,Hachiōji,,,,Shopping Mall,2018_1466948__event_001,片柳研究所棟（東京工科大学）,2018_1466948__event_003,アピナ 八王子みなみ野店,False
tokyo_79719_relational_between,79719,stress_test,relational_between,dataset_native_mixed,Which Train Station did I visit between 日本工学院八王子専門学校 and 八王子田田?,2018_1475396__event_002,2,八王子駅 (Hachiōji Sta.),2018_1475396,2018-04-24 03:32:00,Train Station,Hachiōji,,,,Train Station,2018_1475396__event_001,日本工学院八王子専門学校,2018_1475396__event_003,八王子田田,True
tokyo_80051_relational_between,80051,stress_test,relational_between,dataset_native_mixed,Which Salon / Barbershop did I visit between ステーキガスト and 西友 羽村店?,2018_1480027__event_002,2515,shampoo α 羽村駅前店,2018_1480027,2018-01-28 05:41:00,Salon / Barbershop,Fussa,,,,Salon / Barbershop,2018_1480027__event_001,ステーキガスト,2018_1480027__event_003,西友 羽村店,False
tokyo_80415_relational_between,80415,stress_test,relational_between,dataset_native_mixed,Which Fish Market did I visit between 相模原駅 (Sagamihara Sta.)(JH27) and リカーランド トップ 相模原店?,2018_1485455__event_002,2471,角上魚類,2018_1485455,2017-10-06 07:41:00,Fish Market,Hachiōji,,,,Fish Market,2018_1485455__event_001,相模原駅 (Sagamihara Sta.)(JH27),2018_1485455__event_003,リカーランド トップ 相模原店,False
tokyo_80480_relational_between,80480,stress_test,relational_between,dataset_native_mixed,Which Chinese Restaurant did I visit between 麺や 樽座 and 雀荘たかはし?,2018_1486542__event_002,831,炒家,2018_1486542,2018-04-24 10:04:00,Chinese Restaurant,Hachiōji,,,,Chinese Restaurant,2018_1486542__event_001,麺や 樽座,2018_1486542__event_003,雀荘たかはし,False
tokyo_86988_relational_between,86988,stress_test,relational_between,dataset_native_mixed,"Which Convenience Store did I visit between リバースオート相模原 (Re-Birth Auto Co,Ltd) and ワークマン?",2018_1596327__event_004,2407,セブンイレブン 相模原大沢店,2018_1596327,2018-04-23 09:18:00,Convenience Store,Hachiōji,,,,Convenience Store,2018_1596327__event_003,"リバースオート相模原 (Re-Birth Auto Co,Ltd)",2018_1596327__event_005,ワークマン,True
tokyo_88625_relational_between,88625,stress_test,relational_between,dataset_native_mixed,Which Train Station did I visit between 牛浜駅 (Ushihama Sta.) and MOVIX橋本?,2018_1619221__event_002,2,八王子駅 (Hachiōji Sta.),2018_1619221,2017-11-26 08:58:00,Train Station,Hachiōji,,,,Train Station,2018_1619221__event_001,牛浜駅 (Ushihama Sta.),2018_1619221__event_003,MOVIX橋本,False
tokyo_88793_relational_between,88793,stress_test,relational_between,dataset_native_mixed,Which Japanese Restaurant did I visit between イオンモール日の出 and ファミリーマート 八王子高尾町店?,2018_1621562__event_002,1485,和食よへい あきる野小川店,2018_1621562,2017-10-07 14:12:00,Japanese Restaurant,Fussa,,,,Japanese Restaurant,2018_1621562__event_001,イオンモール日の出,2018_1621562__event_003,ファミリーマート 八王子高尾町店,True
