query_id,user_id,benchmark_tier,query_type,method,query_text,target_event_id,target_venue_id,target_name,target_rank,reciprocal_rank,success_at_1,success_at_5,is_high_memory_load
tokyo_139656_relational_after,139656,core,relational_after,vector,Which Rest Area did I visit after ジョイフル?,2018_2308851__event_002,80,道の駅 八王子滝山,13,0.0769230769,False,False,True
tokyo_139656_relational_after,139656,core,relational_after,graph,Which Rest Area did I visit after ジョイフル?,2018_2308851__event_002,80,道の駅 八王子滝山,18,0.0555555556,False,False,True
tokyo_139656_semantic,139656,core,semantic,flat,Which Gas Station did I visit in Fussa?,2018_2308863__event_002,199,ENEOS EneJet シンエネ昭島SS,1,1.0000000000,True,True,True
tokyo_139656_semantic,139656,core,semantic,vector,Which Gas Station did I visit in Fussa?,2018_2308863__event_002,199,ENEOS EneJet シンエネ昭島SS,1,1.0000000000,True,True,True
tokyo_139656_semantic,139656,core,semantic,graph,Which Gas Station did I visit in Fussa?,2018_2308863__event_002,199,ENEOS EneJet シンエネ昭島SS,1,1.0000000000,True,True,True
tokyo_139656_temporal_spatial,139656,core,temporal_spatial,flat,Which Restaurant did I visit in Hachiōji in December 2017?,2018_2308851__event_001,4285,ジョイフル,8,0.1250000000,False,False,True
tokyo_139656_temporal_spatial,139656,core,temporal_spatial,vector,Which Restaurant did I visit in Hachiōji in December 2017?,2018_2308851__event_001,4285,ジョイフル,1,1.0000000000,True,True,True
tokyo_139656_temporal_spatial,139656,core,temporal_spatial,graph,Which Restaurant did I visit in Hachiōji in December 2017?,2018_2308851__event_001,4285,ジョイフル,1,1.0000000000,True,True,True
tokyo_140734_relational_after,140734,core,relational_after,flat,Which Discount Store did I visit after ホテル・ザ・ウエスト?,2018_2320244__event_002,2084,ドン・キホーテ,1,1.0000000000,True,True,False
tokyo_140734_relational_after,140734,core,relational_after,vector,Which Discount Store did I visit after ホテル・ザ・ウエスト?,2018_2320244__event_002,2084,ドン・キホーテ,10,0.1000000000,False,False,False
tokyo_140734_relational_after,140734,core,relational_after,graph,Which Discount Store did I visit after ホテル・ザ・ウエスト?,2018_2320244__event_002,2084,ドン・キホーテ,12,0.0833333333,False,False,False
tokyo_140734_semantic,140734,core,semantic,flat,Which Building did I visit in Hachiōji?,2018_2320266__event_001,2359,八王子労政会館,1,1.0000000000,True,True,False
tokyo_140734_semantic,140734,core,semantic,vector,Which Building did I visit in Hachiōji?,2018_2320266__event_001,2359,八王子労政会館,1,1.0000000000,True,True,False
tokyo_140734_semantic,140734,core,semantic,graph,Which Building did I visit in Hachiōji?,2018_2320266__event_001,2359,八王子労政会館,1,1.0000000000,True,True,False
tokyo_140734_temporal_spatial,140734,core,temporal_spatial,flat,Which Discount Store did I visit in Fussa in March 2018?,2018_2320253__event_004,3567,ドン・キホーテ 多摩瑞穂店,1,1.0000000000,True,True,False
tokyo_140734_temporal_spatial,140734,core,temporal_spatial,vector,Which Discount Store did I visit in Fussa in March 2018?,2018_2320253__event_004,3567,ドン・キホーテ 多摩瑞穂店,2,0.5000000000,False,True,False
tokyo_140734_temporal_spatial,140734,core,temporal_spatial,graph,Which Discount Store did I visit in Fussa in March 2018?,2018_2320253__event_004,3567,ドン・キホーテ 多摩瑞穂店,2,0.5000000000,False,True,False
tokyo_140775_relational_after,140775,core,relational_after,flat,Which Ramen Restaurant did I visit after 八王子駅 (Hachiōji Sta.)?,2018_2320657__event_002,2352,八王子田田,1,1.0000000000,True,True,False
tokyo_140775_relational_after,140775,core,relational_after,vector,Which Ramen Restaurant did I visit after 八王子駅 (Hachiōji Sta.)?,2018_2320657__event_002,2352,八王子田田,3,0.3333333333,False,True,False
tokyo_140775_relational_after,140775,core,relational_after,graph,Which Ramen Restaurant did I visit after 八王子駅 (Hachiōji Sta.)?,2018_2320657__event_002,2352,八王子田田,4,0.2500000000,False,True,False
tokyo_140775_semantic,140775,core,semantic,flat,Which Bus Station did I visit in Hachiōji?,2018_2320660__event_002,1391,八王子駅南口バスターミナル,1,1.0000000000,True,True,False
tokyo_140775_semantic,140775,core,semantic,vector,Which Bus Station did I visit in Hachiōji?,2018_2320660__event_002,1391,八王子駅南口バスターミナル,1,1.0000000000,True,True,False
tokyo_140775_semantic,140775,core,semantic,graph,Which Bus Station did I visit in Hachiōji?,2018_2320660__event_002,1391,八王子駅南口バスターミナル,1,1.0000000000,True,True,False
tokyo_140775_temporal_spatial,140775,core,temporal_spatial,flat,Which Discount Store did I visit in Hachiōji in January 2018?,2018_2320655__event_001,125,ドン・キホーテ,1,1.0000000000,True,True,False
tokyo_140775_temporal_spatial,140775,core,temporal_spatial,vector,Which Discount Store did I visit in Hachiōji in January 2018?,2018_2320655__event_001,125,ドン・キホーテ,1,1.0000000000,True,True,False
tokyo_140775_temporal_spatial,140775,core,temporal_spatial,graph,Which Discount Store did I visit in Hachiōji in January 2018?,2018_2320655__event_001,125,ドン・キホーテ,1,1.0000000000,True,True,False
tokyo_149225_relational_after,149225,core,relational_after,flat,Which Arcade did I visit after 東京工科大学行き　八王子駅バスターミナル?,2018_2402537__event_002,1352,シルクハット 八王子店,1,1.0000000000,True,True,False
tokyo_149225_relational_after,149225,core,relational_after,vector,Which Arcade did I visit after 東京工科大学行き　八王子駅バスターミナル?,2018_2402537__event_002,1352,シルクハット 八王子店,1,1.0000000000,True,True,False
tokyo_149225_relational_after,149225,core,relational_after,graph,Which Arcade did I visit after 東京工科大学行き　八王子駅バスターミナル?,2018_2402537__event_002,1352,シルクハット 八王子店,1,1.0000000000,True,True,False
tokyo_149225_semantic,149225,core,semantic,flat,Which Toy / Game Store did I visit in Hachiōji?,2018_2402517__event_002,3549,マスターズスクウェア (MASTERS SQUARE),1,1.0000000000,True,True,False
tokyo_149225_semantic,149225,core,semantic,vector,Which Toy / Game Store did I visit in Hachiōji?,2018_2402517__event_002,3549,マスターズスクウェア (MASTERS SQUARE),1,1.0000000000,True,True,False
tokyo_149225_semantic,149225,core,semantic,graph,Which Toy / Game Store did I visit in Hachiōji?,2018_2402517__event_002,3549,マスターズスクウェア (MASTERS SQUARE),1,1.0000000000,True,True,False
tokyo_149225_temporal_spatial,149225,core,temporal_spatial,flat,Which Ramen Restaurant did I visit in Hachiōji in April 2018?,2018_2402529__event_002,2352,八王子田田,1,1.0000000000,True,True,False
tokyo_149225_temporal_spatial,149225,core,temporal_spatial,vector,Which Ramen Restaurant did I visit in Hachiōji in April 2018?,2018_2402529__event_002,2352,八王子田田,6,0.1666666667,False,False,False
tokyo_149225_temporal_spatial,149225,core,temporal_spatial,graph,Which Ramen Restaurant did I visit in Hachiōji in April 2018?,2018_2402529__event_002,2352,八王子田田,11,0.0909090909,False,False,False
tokyo_152722_relational_after,152722,core,relational_after,flat,Which Train Station did I visit after 京王八王子ショッピングセンター?,2018_2446506__event_002,2,八王子駅 (Hachiōji Sta.),1,1.0000000000,True,True,False
tokyo_152722_relational_after,152722,core,relational_after,vector,Which Train Station did I visit after 京王八王子ショッピングセンター?,2018_2446506__event_002,2,八王子駅 (Hachiōji Sta.),12,0.0833333333,False,False,False
tokyo_152722_relational_after,152722,core,relational_after,graph,Which Train Station did I visit after 京王八王子ショッピングセンター?,2018_2446506__event_002,2,八王子駅 (Hachiōji Sta.),15,0.0666666667,False,False,False
tokyo_152722_semantic,152722,core,semantic,flat,Which Shopping Plaza did I visit in Hachiōji?,2018_2446517__event_003,216,八王子オクトーレ (Hachioji Octore),1,1.0000000000,True,True,False
tokyo_152722_semantic,152722,core,semantic,vector,Which Shopping Plaza did I visit in Hachiōji?,2018_2446517__event_003,216,八王子オクトーレ (Hachioji Octore),2,0.5000000000,False,True,False
tokyo_152722_semantic,152722,core,semantic,graph,Which Shopping Plaza did I visit in Hachiōji?,2018_2446517__event_003,216,八王子オクトーレ (Hachioji Octore),2,0.5000000000,False,True,False
tokyo_152722_temporal_spatial,152722,core,temporal_spatial,flat,Which Shopping Plaza did I visit in Hachiōji in December 2017?,2018_2446517__event_003,216,八王子オクトーレ (Hachioji Octore),1,1.0000000000,True,True,False
tokyo_152722_temporal_spatial,152722,core,temporal_spatial,vector,Which Shopping Plaza did I visit in Hachiōji in December 2017?,2018_2446517__event_003,216,八王子オクトーレ (Hachioji Octore),1,1.0000000000,True,True,False
tokyo_152722_temporal_spatial,152722,core,temporal_spatial,graph,Which Shopping Plaza did I visit in Hachiōji in December 2017?,2018_2446517__event_003,216,八王子オクトーレ (Hachioji Octore),1,1.0000000000,True,True,False
tokyo_156873_relational_after,156873,core,relational_after,flat,Which Racetrack did I visit after 軽自動車検査協会 八王子支所?,2018_2498120__event_002,3797,ハイネス二宮,1,1.0000000000,True,True,True
tokyo_156873_relational_after,156873,core,relational_after,vector,Which Racetrack did I visit after 軽自動車検査協会 八王子支所?,2018_2498120__event_002,3797,ハイネス二宮,6,0.1666666667,False,False,True
tokyo_156873_relational_after,156873,core,relational_after,graph,Which Racetrack did I visit after 軽自動車検査協会 八王子支所?,2018_2498120__event_002,3797,ハイネス二宮,14,0.0714285714,False,False,True
tokyo_156873_semantic,156873,core,semantic,flat,Which Italian Restaurant did I visit in Fussa?,2018_2498146__event_002,1543,サイゼリヤ,1,1.0000000000,True,True,True
tokyo_156873_semantic,156873,core,semantic,vector,Which Italian Restaurant did I visit in Fussa?,2018_2498146__event_002,1543,サイゼリヤ,1,1.0000000000,True,True,True
tokyo_156873_semantic,156873,core,semantic,graph,Which Italian Restaurant did I visit in Fussa?,2018_2498146__event_002,1543,サイゼリヤ,1,1.0000000000,True,True,True
tokyo_156873_temporal_spatial,156873,core,temporal_spatial,flat,Which Arcade did I visit in Fussa in February 2018?,2018_2498138__event_001,292,ドラマ 瑞穂店 (DORAMA),1,1.0000000000,True,True,True
tokyo_156873_temporal_spatial,156873,core,temporal_spatial,vector,Which Arcade did I visit in Fussa in February 2018?,2018_2498138__event_001,292,ドラマ 瑞穂店 (DORAMA),1,1.0000000000,True,True,True
tokyo_156873_temporal_spatial,156873,core,temporal_spatial,graph,Which Arcade did I visit in Fussa in February 2018?,2018_2498138__event_001,292,ドラマ 瑞穂店 (DORAMA),1,1.0000000000,True,True,True
tokyo_167728_relational_after,167728,core,relational_after,flat,Which Fishing Store did I visit after からやま?,2018_2604406__event_002,3239,キャスティング,1,1.0000000000,True,True,True
tokyo_167728_relational_after,167728,core,relational_after,vector,Which Fishing Store did I visit after からやま?,2018_2604406__event_002,3239,キャスティング,5,0.2000000000,False,True,True
tokyo_167728_relational_after,167728,core,relational_after,graph,Which Fishing Store did I visit after からやま?,2018_2604406__event_002,3239,キャスティング,5,0.2000000000,False,True,True
tokyo_167728_semantic,167728,core,semantic,flat,Which Cable Car did I visit in Hachiōji?,2018_2604362__event_001,650,高尾山駅,1,1.0000000000,True,True,True
tokyo_167728_semantic,167728,core,semantic,vector,Which Cable Car did I visit in Hachiōji?,2018_2604362__event_001,650,高尾山駅,1,1.0000000000,True,True,True
tokyo_167728_semantic,167728,core,semantic,graph,Which Cable Car did I visit in Hachiōji?,2018_2604362__event_001,650,高尾山駅,1,1.0000000000,True,True,True
tokyo_167728_temporal_spatial,167728,core,temporal_spatial,flat,Which Park did I visit in Hachiōji in October 2017?,2018_2604345__event_001,4067,宇津貫公園,1,1.0000000000,True,True,True
tokyo_167728_temporal_spatial,167728,core,temporal_spatial,vector,Which Park did I visit in Hachiōji in October 2017?,2018_2604345__event_001,4067,宇津貫公園,2,0.5000000000,False,True,True
tokyo_167728_temporal_spatial,167728,core,temporal_spatial,graph,Which Park did I visit in Hachiōji in October 2017?,2018_2604345__event_001,4067,宇津貫公園,2,0.5000000000,False,True,True
tokyo_169053_relational_after,169053,core,relational_after,flat,Which Motorcycle Shop did I visit after 鳥居原ふれあいの館?,2018_2620302__event_002,374,ライコランド 多摩境店,4,0.2500000000,False,True,False
tokyo_169053_relational_after,169053,core,relational_after,vector,Which Motorcycle Shop did I visit after 鳥居原ふれあいの館?,2018_2620302__event_002,374,ライコランド 多摩境店,1,1.0000000000,True,True,False
tokyo_169053_relational_after,169053,core,relational_after,graph,Which Motorcycle Shop did I visit after 鳥居原ふれあいの館?,2018_2620302__event_002,374,ライコランド 多摩境店,1,1.0000000000,True,True,False
tokyo_169053_semantic,169053,core,semantic,flat,Which Motorcycle Shop did I visit in Fussa?,2018_2620254__event_001,3032,AFG MOTOSPORTS,1,1.0000000000,True,True,False
tokyo_169053_semantic,169053,core,semantic,vector,Which Motorcycle Shop did I visit in Fussa?,2018_2620254__event_001,3032,AFG MOTOSPORTS,4,0.2500000000,False,True,False
tokyo_169053_semantic,169053,core,semantic,graph,Which Motorcycle Shop did I visit in Fussa?,2018_2620254__event_001,3032,AFG MOTOSPORTS,4,0.2500000000,False,True,False
tokyo_169053_temporal_spatial,169053,core,temporal_spatial,flat,Which Grilled Meat Restaurant did I visit in Hachiōji in July 2018?,2018_2620302__event_004,3626,ステーキレストラン STUMP,1,1.0000000000,True,True,False
tokyo_169053_temporal_spatial,169053,core,temporal_spatial,vector,Which Grilled Meat Restaurant did I visit in Hachiōji in July 2018?,2018_2620302__event_004,3626,ステーキレストラン STUMP,1,1.0000000000,True,True,False
tokyo_169053_temporal_spatial,169053,core,temporal_spatial,graph,Which Grilled Meat Restaurant did I visit in Hachiōji in July 2018?,2018_2620302__event_004,3626,ステーキレストラン STUMP,1,1.0000000000,True,True,False
tokyo_171659_relational_after,171659,core,relational_after,flat,Which Chinese Restaurant did I visit after めじろ台駅 (KO50)?,2018_2647177__event_004,816,バーミヤン,1,1.0000000000,True,True,False
tokyo_171659_relational_after,171659,core,relational_after,vector,Which Chinese Restaurant did I visit after めじろ台駅 (KO50)?,2018_2647177__event_004,816,バーミヤン,1,1.0000000000,True,True,False
tokyo_171659_relational_after,171659,core,relational_after,graph,Which Chinese Restaurant did I visit after めじろ台駅 (KO50)?,2018_2647177__event_004,816,バーミヤン,1,1.0000000000,True,True,False
tokyo_171659_semantic,171659,core,semantic,flat,Which Pet Store did I visit in Hachiōji?,2018_2647186__event_001,1833,ペットの専門店コジマ 八王子店,1,1.0000000000,True,True,False
tokyo_171659_semantic,171659,core,semantic,vector,Which Pet Store did I visit in Hachiōji?,2018_2647186__event_001,1833,ペットの専門店コジマ 八王子店,1,1.0000000000,True,True,False
tokyo_171659_semantic,171659,core,semantic,graph,Which Pet Store did I visit in Hachiōji?,2018_2647186__event_001,1833,ペットの専門店コジマ 八王子店,1,1.0000000000,True,True,False
tokyo_171659_temporal_spatial,171659,core,temporal_spatial,flat,Which Sake Bar did I visit in Hachiōji in February 2018?,2018_2647196__event_002,3099,ちばチャン,1,1.0000000000,True,True,False
tokyo_171659_temporal_spatial,171659,core,temporal_spatial,vector,Which Sake Bar did I visit in Hachiōji in February 2018?,2018_2647196__event_002,3099,ちばチャン,2,0.5000000000,False,True,False
tokyo_171659_temporal_spatial,171659,core,temporal_spatial,graph,Which Sake Bar did I visit in Hachiōji in February 2018?,2018_2647196__event_002,3099,ちばチャン,2,0.5000000000,False,True,False
tokyo_178798_relational_after,178798,core,relational_after,flat,Which Train Station did I visit after クレッソン?,2018_2707923__event_002,2,八王子駅 (Hachiōji Sta.),1,1.0000000000,True,True,False
tokyo_178798_relational_after,178798,core,relational_after,vector,Which Train Station did I visit after クレッソン?,2018_2707923__event_002,2,八王子駅 (Hachiōji Sta.),3,0.3333333333,False,True,False
tokyo_178798_relational_after,178798,core,relational_after,graph,Which Train Station did I visit after クレッソン?,2018_2707923__event_002,2,八王子駅 (Hachiōji Sta.),4,0.2500000000,False,True,False
tokyo_178798_semantic,178798,core,semantic,flat,Which BBQ Joint did I visit in Hachiōji?,2018_2707928__event_001,2451,炭火串焼 けむり 四代目 八王子店,1,1.0000000000,True,True,False
tokyo_178798_semantic,178798,core,semantic,vector,Which BBQ Joint did I visit in Hachiōji?,2018_2707928__event_001,2451,炭火串焼 けむり 四代目 八王子店,1,1.0000000000,True,True,False
tokyo_178798_semantic,178798,core,semantic,graph,Which BBQ Joint did I visit in Hachiōji?,2018_2707928__event_001,2451,炭火串焼 けむり 四代目 八王子店,1,1.0000000000,True,True,False
tokyo_178798_temporal_spatial,178798,core,temporal_spatial,flat,Which Ramen Restaurant did I visit in Hachiōji in October 2018?,2018_2707945__event_002,67,壱発ラーメン,1,1.0000000000,True,True,False
tokyo_178798_temporal_spatial,178798,core,temporal_spatial,vector,Which Ramen Restaurant did I visit in Hachiōji in October 2018?,2018_2707945__event_002,67,壱発ラーメン,1,1.0000000000,True,True,False
tokyo_178798_temporal_spatial,178798,core,temporal_spatial,graph,Which Ramen Restaurant did I visit in Hachiōji in October 2018?,2018_2707945__event_002,67,壱発ラーメン,1,1.0000000000,True,True,False
tokyo_19379_relational_after,19379,core,relational_after,flat,Which Mountain did I visit after BOOKOFF 橋本駅南口店?,2018_395480__event_002,4017,高乗寺山,1,1.0000000000,True,True,True
tokyo_19379_relational_after,19379,core,relational_after,vector,Which Mountain did I visit after BOOKOFF 橋本駅南口店?,2018_395480__event_002,4017,高乗寺山,1,1.0000000000,True,True,True
tokyo_19379_relational_after,19379,core,relational_after,graph,Which Mountain did I visit after BOOKOFF 橋本駅南口店?,2018_395480__event_002,4017,高乗寺山,1,1.0000000000,True,True,True
tokyo_19379_semantic,19379,core,semantic,flat,Which Hospital did I visit in Hachiōji?,2018_395327__event_001,2031,駒木野病院,1,1.0000000000,True,True,True
tokyo_19379_semantic,19379,core,semantic,vector,Which Hospital did I visit in Hachiōji?,2018_395327__event_001,2031,駒木野病院,1,1.0000000000,True,True,True
tokyo_19379_semantic,19379,core,semantic,graph,Which Hospital did I visit in Hachiōji?,2018_395327__event_001,2031,駒木野病院,1,1.0000000000,True,True,True
tokyo_19379_temporal_spatial,19379,core,temporal_spatial,flat,Which Platform did I visit in Hachiōji in October 2017?,2018_395294__event_001,3101,1-2番線ホーム,1,1.0000000000,True,True,True
tokyo_19379_temporal_spatial,19379,core,temporal_spatial,vector,Which Platform did I visit in Hachiōji in October 2017?,2018_395294__event_001,3101,1-2番線ホーム,1,1.0000000000,True,True,True
tokyo_19379_temporal_spatial,19379,core,temporal_spatial,graph,Which Platform did I visit in Hachiōji in October 2017?,2018_395294__event_001,3101,1-2番線ホーム,1,1.0000000000,True,True,True
tokyo_210254_relational_after,210254,core,relational_after,flat,Which Convenience Store did I visit after 伝説のすた丼屋?,2018_2949678__event_002,3209,セブンイレブン 八王子並木町店,1,1.0000000000,True,True,False
tokyo_210254_relational_after,210254,core,relational_after,vector,Which Convenience Store did I visit after 伝説のすた丼屋?,2018_2949678__event_002,3209,セブンイレブン 八王子並木町店,5,0.2000000000,False,True,False
tokyo_210254_relational_after,210254,core,relational_after,graph,Which Convenience Store did I visit after 伝説のすた丼屋?,2018_2949678__event_002,3209,セブンイレブン 八王子並木町店,6,0.1666666667,False,False,False
tokyo_210254_semantic,210254,core,semantic,flat,Which Spa did I visit in Hachiōji?,2018_2949690__event_002,3812,竜泉寺の湯 八王子みなみ野店,1,1.0000000000,True,True,False
tokyo_210254_semantic,210254,core,semantic,vector,Which Spa did I visit in Hachiōji?,2018_2949690__event_002,3812,竜泉寺の湯 八王子みなみ野店,1,1.0000000000,True,True,False
tokyo_210254_semantic,210254,core,semantic,graph,Which Spa did I visit in Hachiōji?,2018_2949690__event_002,3812,竜泉寺の湯 八王子みなみ野店,1,1.0000000000,True,True,False
tokyo_210254_temporal_spatial,210254,core,temporal_spatial,flat,Which Recycling Facility did I visit in Hachiōji in June 2018?,2018_2949696__event_002,3876,株式会社エコリターン,1,1.0000000000,True,True,False
tokyo_210254_temporal_spatial,210254,core,temporal_spatial,vector,Which Recycling Facility did I visit in Hachiōji in June 2018?,2018_2949696__event_002,3876,株式会社エコリターン,1,1.0000000000,True,True,False
tokyo_210254_temporal_spatial,210254,core,temporal_spatial,graph,Which Recycling Facility did I visit in Hachiōji in June 2018?,2018_2949696__event_002,3876,株式会社エコリターン,1,1.0000000000,True,True,False
tokyo_223807_relational_after,223807,core,relational_after,flat,Which Thrift / Vintage Store did I visit after TAIRAYA 東浅川店?,2018_3045880__event_002,543,ハードオフ/オフハウス,1,1.0000000000,True,True,False
tokyo_223807_relational_after,223807,core,relational_after,vector,Which Thrift / Vintage Store did I visit after TAIRAYA 東浅川店?,2018_3045880__event_002,543,ハードオフ/オフハウス,1,1.0000000000,True,True,False
tokyo_223807_relational_after,223807,core,relational_after,graph,Which Thrift / Vintage Store did I visit after TAIRAYA 東浅川店?,2018_3045880__event_002,543,ハードオフ/オフハウス,1,1.0000000000,True,True,False
tokyo_223807_semantic,223807,core,semantic,flat,Which Discount Store did I visit in Fussa?,2018_3045890__event_001,1034,ドン・キホーテ 青梅新町店,1,1.0000000000,True,True,False
tokyo_223807_semantic,223807,core,semantic,vector,Which Discount Store did I visit in Fussa?,2018_3045890__event_001,1034,ドン・キホーテ 青梅新町店,2,0.5000000000,False,True,False
tokyo_223807_semantic,223807,core,semantic,graph,Which Discount Store did I visit in Fussa?,2018_3045890__event_001,1034,ドン・キホーテ 青梅新町店,2,0.5000000000,False,True,False
tokyo_223807_temporal_spatial,223807,core,temporal_spatial,flat,Which Shopping Mall did I visit in Fussa in October 2017?,2018_3045877__event_001,83,イオンモール日の出,1,1.0000000000,True,True,False
tokyo_223807_temporal_spatial,223807,core,temporal_spatial,vector,Which Shopping Mall did I visit in Fussa in October 2017?,2018_3045877__event_001,83,イオンモール日の出,4,0.2500000000,False,True,False
tokyo_223807_temporal_spatial,223807,core,temporal_spatial,graph,Which Shopping Mall did I visit in Fussa in October 2017?,2018_3045877__event_001,83,イオンモール日の出,4,0.2500000000,False,True,False
tokyo_2309_relational_after,2309,core,relational_after,flat,Which Car Wash did I visit after ファミリーマート 昭島田中町店?,2018_50057__event_002,3814,カーウォッシュ昭島 USA24,4,0.2500000000,False,True,False
tokyo_2309_relational_after,2309,core,relational_after,vector,Which Car Wash did I visit after ファミリーマート 昭島田中町店?,2018_50057__event_002,3814,カーウォッシュ昭島 USA24,2,0.5000000000,False,True,False
tokyo_2309_relational_after,2309,core,relational_after,graph,Which Car Wash did I visit after ファミリーマート 昭島田中町店?,2018_50057__event_002,3814,カーウォッシュ昭島 USA24,2,0.5000000000,False,True,False
tokyo_2309_semantic,2309,core,semantic,flat,Which Thrift / Vintage Store did I visit in Higashimurayama?,2018_50056__event_002,1536,アップガレージ 東村山店,1,1.0000000000,True,True,False
tokyo_2309_semantic,2309,core,semantic,vector,Which Thrift / Vintage Store did I visit in Higashimurayama?,2018_50056__event_002,1536,アップガレージ 東村山店,1,1.0000000000,True,True,False
tokyo_2309_semantic,2309,core,semantic,graph,Which Thrift / Vintage Store did I visit in Higashimurayama?,2018_50056__event_002,1536,アップガレージ 東村山店,1,1.0000000000,True,True,False
tokyo_2309_temporal_spatial,2309,core,temporal_spatial,flat,Which Chinese Restaurant did I visit in Fussa in November 2017?,2018_50060__event_002,203,東京亭,1,1.0000000000,True,True,False
tokyo_2309_temporal_spatial,2309,core,temporal_spatial,vector,Which Chinese Restaurant did I visit in Fussa in November 2017?,2018_50060__event_002,203,東京亭,1,1.0000000000,True,True,False
tokyo_2309_temporal_spatial,2309,core,temporal_spatial,graph,Which Chinese Restaurant did I visit in Fussa in November 2017?,2018_50060__event_002,203,東京亭,1,1.0000000000,True,True,False
tokyo_23925_relational_after,23925,core,relational_after,flat,Which Bar did I visit after 餃子の王将?,2018_485898__event_002,3152,アニソンDJバー グリュック,1,1.0000000000,True,True,False
tokyo_23925_relational_after,23925,core,relational_after,vector,Which Bar did I visit after 餃子の王将?,2018_485898__event_002,3152,アニソンDJバー グリュック,12,0.0833333333,False,False,False
tokyo_23925_relational_after,23925,core,relational_after,graph,Which Bar did I visit after 餃子の王将?,2018_485898__event_002,3152,アニソンDJバー グリュック,20,0.0500000000,False,False,False
tokyo_23925_semantic,23925,core,semantic,flat,Which Pub did I visit in Hachiōji?,2018_485892__event_002,596,HUB,1,1.0000000000,True,True,False
tokyo_23925_semantic,23925,core,semantic,vector,Which Pub did I visit in Hachiōji?,2018_485892__event_002,596,HUB,5,0.2000000000,False,True,False
tokyo_23925_semantic,23925,core,semantic,graph,Which Pub did I visit in Hachiōji?,2018_485892__event_002,596,HUB,7,0.1428571429,False,False,False
tokyo_23925_temporal_spatial,23925,core,temporal_spatial,flat,Which Bar did I visit in Hachiōji in December 2017?,2018_485898__event_002,3152,アニソンDJバー グリュック,3,0.3333333333,False,True,False
tokyo_23925_temporal_spatial,23925,core,temporal_spatial,vector,Which Bar did I visit in Hachiōji in December 2017?,2018_485898__event_002,3152,アニソンDJバー グリュック,2,0.5000000000,False,True,False
tokyo_23925_temporal_spatial,23925,core,temporal_spatial,graph,Which Bar did I visit in Hachiōji in December 2017?,2018_485898__event_002,3152,アニソンDJバー グリュック,2,0.5000000000,False,True,False
tokyo_24620_relational_after,24620,core,relational_after,flat,Which Bakery did I visit after セブンイレブン 相模原城山川尻東店?,2018_500321__event_002,1254,オギノパン 本社工場直売店,1,1.0000000000,True,True,True
tokyo_24620_relational_after,24620,core,relational_after,vector,Which Bakery did I visit after セブンイレブン 相模原城山川尻東店?,2018_500321__event_002,1254,オギノパン 本社工場直売店,3,0.3333333333,False,True,True
tokyo_24620_relational_after,24620,core,relational_after,graph,Which Bakery did I visit after セブンイレブン 相模原城山川尻東店?,2018_500321__event_002,1254,オギノパン 本社工場直売店,3,0.3333333333,False,True,True
tokyo_24620_temporal_spatial,24620,core,temporal_spatial,flat,Which Motorcycle Shop did I visit in Hachiōji in February 2018?,2018_500374__event_002,374,ライコランド 多摩境店,1,1.0000000000,True,True,True
tokyo_24620_temporal_spatial,24620,core,temporal_spatial,vector,Which Motorcycle Shop did I visit in Hachiōji in February 2018?,2018_500374__event_002,374,ライコランド 多摩境店,1,1.0000000000,True,True,True
tokyo_24620_temporal_spatial,24620,core,temporal_spatial,graph,Which Motorcycle Shop did I visit in Hachiōji in February 2018?,2018_500374__event_002,374,ライコランド 多摩境店,1,1.0000000000,True,True,True
tokyo_24664_relational_after,24664,core,relational_after,flat,Which Spiritual Center did I visit after 金剛院?,2018_501939__event_007,1806,本立寺,1,1.0000000000,True,True,True
tokyo_24664_relational_after,24664,core,relational_after,vector,Which Spiritual Center did I visit after 金剛院?,2018_501939__event_007,1806,本立寺,1,1.0000000000,True,True,True
tokyo_24664_relational_after,24664,core,relational_after,graph,Which Spiritual Center did I visit after 金剛院?,2018_501939__event_007,1806,本立寺,1,1.0000000000,True,True,True
tokyo_24664_semantic,24664,core,semantic,flat,Which Bike Shop did I visit in Hachiōji?,2018_501969__event_001,2675,リバースオート,1,1.0000000000,True,True,True
tokyo_24664_semantic,24664,core,semantic,vector,Which Bike Shop did I visit in Hachiōji?,2018_501969__event_001,2675,リバースオート,5,0.2000000000,False,True,True
tokyo_24664_semantic,24664,core,semantic,graph,Which Bike Shop did I visit in Hachiōji?,2018_501969__event_001,2675,リバースオート,5,0.2000000000,False,True,True
tokyo_24664_temporal_spatial,24664,core,temporal_spatial,flat,Which Convenience Store did I visit in Hachiōji in July 2018?,2018_501965__event_001,1873,ローソン 相模原緑西橋本四丁目店,1,1.0000000000,True,True,True
tokyo_24664_temporal_spatial,24664,core,temporal_spatial,vector,Which Convenience Store did I visit in Hachiōji in July 2018?,2018_501965__event_001,1873,ローソン 相模原緑西橋本四丁目店,2,0.5000000000,False,True,True
tokyo_24664_temporal_spatial,24664,core,temporal_spatial,graph,Which Convenience Store did I visit in Hachiōji in July 2018?,2018_501965__event_001,1873,ローソン 相模原緑西橋本四丁目店,2,0.5000000000,False,True,True
tokyo_24765_relational_after,24765,core,relational_after,flat,Which Convenience Store did I visit after 八王子実践中学校・高等学校?,2018_504026__event_003,2083,セブンイレブン 八王子片倉南店,2,0.5000000000,False,True,True
