query_id,user_id,query_type,query_text,target_event_id,dense_target_rank,onehop_target_rank,ppr_rrf_target_rank,raw_ppr_target_rank,raw_ppr_target_score,ppr_rrf_rank_gain_vs_dense,ppr_rrf_rank_gain_vs_onehop,ppr_rrf_outcome_vs_dense,ppr_rrf_outcome_vs_onehop,dense_top1_event_id,onehop_top1_event_id,ppr_rrf_top1_event_id,ppr_rrf_top1_identical_to_dense,ppr_rrf_top1_identical_to_onehop,target_is_dense_seed,shortest_any_relation_distance,shortest_any_relation_distance_bucket,shortest_next_only_distance,shortest_next_only_distance_bucket,is_high_memory_load
tokyo_167728_temporal_spatial,167728,temporal_spatial,Which Park did I visit in Hachiōji in October 2017?,2018_2604345__event_001,1,1,1,1,0.1440490189,0,0,unchanged,unchanged,2018_2604345__event_001,2018_2604345__event_001,2018_2604345__event_001,True,True,True,0,0,0,0,True
tokyo_169053_relational_after,169053,relational_after,Which Motorcycle Shop did I visit after 鳥居原ふれあいの館?,2018_2620302__event_002,2,2,2,3,0.1342294394,0,0,unchanged,unchanged,2018_2620268__event_001,2018_2620268__event_001,2018_2620268__event_001,True,True,True,0,0,0,0,False
tokyo_169053_semantic,169053,semantic,Which Motorcycle Shop did I visit in Fussa?,2018_2620254__event_001,1,1,1,1,0.1477884390,0,0,unchanged,unchanged,2018_2620254__event_001,2018_2620254__event_001,2018_2620254__event_001,True,True,True,0,0,0,0,False
tokyo_169053_temporal_spatial,169053,temporal_spatial,Which Grilled Meat Restaurant did I visit in Hachiōji in July 2018?,2018_2620302__event_004,1,1,1,2,0.1314130543,0,0,unchanged,unchanged,2018_2620302__event_004,2018_2620302__event_004,2018_2620302__event_004,True,True,True,0,0,0,0,False
tokyo_171659_relational_after,171659,relational_after,Which Chinese Restaurant did I visit after めじろ台駅 (KO50)?,2018_2647177__event_004,1,1,2,2,0.1379582181,-1,-1,worsened,worsened,2018_2647177__event_004,2018_2647177__event_004,2018_2647177__event_003,False,False,True,0,0,0,0,False
tokyo_171659_semantic,171659,semantic,Which Pet Store did I visit in Hachiōji?,2018_2647186__event_001,1,1,1,2,0.1331003479,0,0,unchanged,unchanged,2018_2647186__event_001,2018_2647186__event_001,2018_2647186__event_001,True,True,True,0,0,0,0,False
tokyo_171659_temporal_spatial,171659,temporal_spatial,Which Sake Bar did I visit in Hachiōji in February 2018?,2018_2647196__event_002,3,3,1,1,0.1171300248,2,2,improved,improved,2018_2647199__event_002,2018_2647199__event_002,2018_2647196__event_002,False,False,True,0,0,0,0,False
tokyo_178798_relational_after,178798,relational_after,Which Train Station did I visit after クレッソン?,2018_2707923__event_002,2,2,2,2,0.1471086872,0,0,unchanged,unchanged,2018_2707923__event_001,2018_2707923__event_001,2018_2707923__event_001,True,True,True,0,0,0,0,False
tokyo_178798_semantic,178798,semantic,Which BBQ Joint did I visit in Hachiōji?,2018_2707928__event_001,1,1,1,1,0.1460653160,0,0,unchanged,unchanged,2018_2707928__event_001,2018_2707928__event_001,2018_2707928__event_001,True,True,True,0,0,0,0,False
tokyo_178798_temporal_spatial,178798,temporal_spatial,Which Ramen Restaurant did I visit in Hachiōji in October 2018?,2018_2707945__event_002,3,3,2,1,0.1170074262,1,1,improved,improved,2018_2707928__event_002,2018_2707928__event_002,2018_2707928__event_002,True,True,True,0,0,0,0,False
tokyo_19379_relational_after,19379,relational_after,Which Mountain did I visit after BOOKOFF 橋本駅南口店?,2018_395480__event_002,1,1,2,3,0.1416483520,-1,-1,worsened,worsened,2018_395480__event_002,2018_395480__event_002,2018_395480__event_001,False,False,True,0,0,0,0,True
tokyo_19379_semantic,19379,semantic,Which Hospital did I visit in Hachiōji?,2018_395327__event_001,1,1,1,1,0.1444120401,0,0,unchanged,unchanged,2018_395327__event_001,2018_395327__event_001,2018_395327__event_001,True,True,True,0,0,0,0,True
tokyo_19379_temporal_spatial,19379,temporal_spatial,Which Platform did I visit in Hachiōji in October 2017?,2018_395294__event_001,5,5,4,4,0.1144082782,1,1,improved,improved,2018_395452__event_002,2018_395452__event_002,2018_395452__event_002,True,True,True,0,0,0,0,True
tokyo_210254_relational_after,210254,relational_after,Which Convenience Store did I visit after 伝説のすた丼屋?,2018_2949678__event_002,2,2,2,1,0.1478402524,0,0,unchanged,unchanged,2018_2949678__event_001,2018_2949678__event_001,2018_2949678__event_001,True,True,True,0,0,0,0,False
tokyo_210254_semantic,210254,semantic,Which Spa did I visit in Hachiōji?,2018_2949690__event_002,1,1,2,5,0.1143203263,-1,-1,worsened,worsened,2018_2949690__event_002,2018_2949690__event_002,2018_2949696__event_003,False,False,True,0,0,0,0,False
tokyo_210254_temporal_spatial,210254,temporal_spatial,Which Recycling Facility did I visit in Hachiōji in June 2018?,2018_2949696__event_002,1,1,2,3,0.1330922578,-1,-1,worsened,worsened,2018_2949696__event_002,2018_2949696__event_002,2018_2949693__event_002,False,False,True,0,0,0,0,False
tokyo_223807_relational_after,223807,relational_after,Which Thrift / Vintage Store did I visit after TAIRAYA 東浅川店?,2018_3045880__event_002,1,1,1,1,0.1489913315,0,0,unchanged,unchanged,2018_3045880__event_002,2018_3045880__event_002,2018_3045880__event_002,True,True,True,0,0,0,0,False
tokyo_223807_semantic,223807,semantic,Which Discount Store did I visit in Fussa?,2018_3045890__event_001,2,2,3,4,0.1160909253,-1,-1,worsened,worsened,2018_3045900__event_001,2018_3045900__event_001,2018_3045900__event_001,True,True,True,0,0,0,0,False
tokyo_223807_temporal_spatial,223807,temporal_spatial,Which Shopping Mall did I visit in Fussa in October 2017?,2018_3045877__event_001,5,6,5,4,0.1183092947,0,1,unchanged,improved,2018_3045890__event_002,2018_3045890__event_002,2018_3045888__event_002,False,False,True,0,0,0,0,False
tokyo_2309_relational_after,2309,relational_after,Which Car Wash did I visit after ファミリーマート 昭島田中町店?,2018_50057__event_002,1,1,1,1,0.1423917138,0,0,unchanged,unchanged,2018_50057__event_002,2018_50057__event_002,2018_50057__event_002,True,True,True,0,0,0,0,False
tokyo_2309_semantic,2309,semantic,Which Thrift / Vintage Store did I visit in Higashimurayama?,2018_50056__event_002,1,1,4,5,0.1231446127,-3,-3,worsened,worsened,2018_50056__event_002,2018_50056__event_002,2018_50035__event_003,False,False,True,0,0,0,0,False
tokyo_2309_temporal_spatial,2309,temporal_spatial,Which Chinese Restaurant did I visit in Fussa in November 2017?,2018_50060__event_002,1,1,1,1,0.1193308296,0,0,unchanged,unchanged,2018_50060__event_002,2018_50060__event_002,2018_50060__event_002,True,True,True,0,0,0,0,False
tokyo_23925_relational_after,23925,relational_after,Which Bar did I visit after 餃子の王将?,2018_485898__event_002,2,2,2,2,0.1410859511,0,0,unchanged,unchanged,2018_485898__event_001,2018_485898__event_001,2018_485898__event_001,True,True,True,0,0,0,0,False
tokyo_23925_semantic,23925,semantic,Which Pub did I visit in Hachiōji?,2018_485892__event_002,1,1,1,1,0.1187949799,0,0,unchanged,unchanged,2018_485892__event_002,2018_485892__event_002,2018_485892__event_002,True,True,True,0,0,0,0,False
tokyo_23925_temporal_spatial,23925,temporal_spatial,Which Bar did I visit in Hachiōji in December 2017?,2018_485898__event_002,1,1,2,2,0.1134431321,-1,-1,worsened,worsened,2018_485898__event_002,2018_485898__event_002,2018_485892__event_002,False,False,True,0,0,0,0,False
tokyo_24620_relational_after,24620,relational_after,Which Bakery did I visit after セブンイレブン 相模原城山川尻東店?,2018_500321__event_002,23,6,9,6,0.0246182304,14,-3,improved,worsened,2018_500321__event_001,2018_500321__event_001,2018_500321__event_001,True,True,False,1,1,1,1,True
tokyo_24620_temporal_spatial,24620,temporal_spatial,Which Motorcycle Shop did I visit in Hachiōji in February 2018?,2018_500374__event_002,1,1,1,1,0.1178588906,0,0,unchanged,unchanged,2018_500374__event_002,2018_500374__event_002,2018_500374__event_002,True,True,True,0,0,0,0,True
tokyo_24664_relational_after,24664,relational_after,Which Spiritual Center did I visit after 金剛院?,2018_501939__event_007,1,1,2,2,0.1351121084,-1,-1,worsened,worsened,2018_501939__event_007,2018_501939__event_007,2018_501939__event_006,False,False,True,0,0,0,0,True
tokyo_24664_semantic,24664,semantic,Which Bike Shop did I visit in Hachiōji?,2018_501969__event_001,5,5,5,5,0.1149501660,0,0,unchanged,unchanged,2018_501938__event_002,2018_501938__event_002,2018_501939__event_008,False,False,True,0,0,0,0,True
tokyo_24664_temporal_spatial,24664,temporal_spatial,Which Convenience Store did I visit in Hachiōji in July 2018?,2018_501965__event_001,17,19,17,25,0.0001323108,0,2,unchanged,improved,2018_501939__event_008,2018_501939__event_008,2018_501939__event_008,True,True,False,4,3+,,unreachable,True
tokyo_24765_relational_after,24765,relational_after,Which Convenience Store did I visit after 八王子実践中学校・高等学校?,2018_504026__event_003,2,2,2,2,0.1312900956,0,0,unchanged,unchanged,2018_504026__event_002,2018_504026__event_002,2018_504026__event_002,True,True,True,0,0,0,0,True
tokyo_24765_semantic,24765,semantic,Which Golf Course did I visit in Fussa?,2018_504006__event_002,1,1,1,3,0.1191974041,0,0,unchanged,unchanged,2018_504006__event_002,2018_504006__event_002,2018_504006__event_002,True,True,True,0,0,0,0,True
tokyo_24765_temporal_spatial,24765,temporal_spatial,Which Miscellaneous Shop did I visit in Fussa in February 2018?,2018_504023__event_002,2,2,1,1,0.1473323395,1,1,improved,improved,2018_504028__event_002,2018_504028__event_002,2018_504023__event_002,False,False,True,0,0,0,0,True
tokyo_254908_relational_after,254908,relational_after,Which Rest Area did I visit after イオンモール日の出?,2018_3245104__event_003,5,7,3,2,0.1255706403,2,4,improved,improved,2018_3245115__event_003,2018_3245115__event_003,2018_3245104__event_002,False,False,True,0,0,0,0,False
tokyo_254908_semantic,254908,semantic,Which Furniture / Home Store did I visit in Hachiōji?,2018_3245120__event_003,1,1,3,4,0.1375399843,-2,-2,worsened,worsened,2018_3245120__event_003,2018_3245120__event_003,2018_3245120__event_004,False,False,True,0,0,0,0,False
tokyo_254908_temporal_spatial,254908,temporal_spatial,Which Sake Bar did I visit in Fussa in December 2017?,2018_3245121__event_001,1,1,1,1,0.1184394803,0,0,unchanged,unchanged,2018_3245121__event_001,2018_3245121__event_001,2018_3245121__event_001,True,True,True,0,0,0,0,False
tokyo_259163_relational_after,259163,relational_after,Which Restaurant did I visit after 株式会社エコリターン?,2018_3271980__event_002,13,13,14,20,0.0009691758,-1,-1,worsened,worsened,2018_3271945__event_003,2018_3271945__event_003,2018_3271951__event_002,False,False,False,3,3+,,unreachable,False
tokyo_259163_semantic,259163,semantic,Which Train Station did I visit in Fussa?,2018_3271983__event_001,1,1,1,2,0.1309949307,0,0,unchanged,unchanged,2018_3271983__event_001,2018_3271983__event_001,2018_3271983__event_001,True,True,True,0,0,0,0,False
tokyo_259163_temporal_spatial,259163,temporal_spatial,Which Chinese Restaurant did I visit in Hachiōji in March 2018?,2018_3271977__event_002,1,1,1,1,0.1420026786,0,0,unchanged,unchanged,2018_3271977__event_002,2018_3271977__event_002,2018_3271977__event_002,True,True,True,0,0,0,0,False
tokyo_263152_relational_after,263152,relational_after,Which Restaurant did I visit after ムラウチホビー 八王子店?,2018_3295464__event_002,2,2,2,2,0.1465978791,0,0,unchanged,unchanged,2018_3295464__event_001,2018_3295464__event_001,2018_3295464__event_001,True,True,True,0,0,0,0,False
tokyo_263152_semantic,263152,semantic,Which Fast Food Restaurant did I visit in Hachiōji?,2018_3295456__event_002,1,1,2,3,0.1145747720,-1,-1,worsened,worsened,2018_3295456__event_002,2018_3295456__event_002,2018_3295464__event_002,False,False,True,0,0,0,0,False
tokyo_263152_temporal_spatial,263152,temporal_spatial,Which Restaurant did I visit in Hachiōji in October 2018?,2018_3295464__event_002,1,1,1,1,0.1187319894,0,0,unchanged,unchanged,2018_3295464__event_002,2018_3295464__event_002,2018_3295464__event_002,True,True,True,0,0,0,0,False
tokyo_264627_relational_after,264627,relational_after,Which Ramen Restaurant did I visit after ドン・キホーテ?,2018_3303923__event_002,1,1,1,1,0.1392873918,0,0,unchanged,unchanged,2018_3303923__event_002,2018_3303923__event_002,2018_3303923__event_002,True,True,True,0,0,0,0,True
tokyo_264627_semantic,264627,semantic,Which Noodle House did I visit in Hachiōji?,2018_3303898__event_002,1,1,1,1,0.1444683475,0,0,unchanged,unchanged,2018_3303898__event_002,2018_3303898__event_002,2018_3303898__event_002,True,True,True,0,0,0,0,True
tokyo_264627_temporal_spatial,264627,temporal_spatial,Which Karaoke Bar did I visit in Hachiōji in February 2018?,2018_3303892__event_002,1,1,1,1,0.1172682645,0,0,unchanged,unchanged,2018_3303892__event_002,2018_3303892__event_002,2018_3303892__event_002,True,True,True,0,0,0,0,True
tokyo_267704_relational_after,267704,relational_after,Which Shopping Plaza did I visit after ケーヨーデイツー 楢原店?,2018_3322363__event_002,1,1,1,1,0.1434827362,0,0,unchanged,unchanged,2018_3322363__event_002,2018_3322363__event_002,2018_3322363__event_002,True,True,True,0,0,0,0,False
tokyo_267704_semantic,267704,semantic,Which Train Station did I visit in Hachiōji?,2018_3322366__event_001,1,1,1,3,0.1123149425,0,0,unchanged,unchanged,2018_3322366__event_001,2018_3322366__event_001,2018_3322366__event_001,True,True,True,0,0,0,0,False
tokyo_267704_temporal_spatial,267704,temporal_spatial,Which Mobile Phone Shop did I visit in Hachiōji in December 2017?,2018_3322359__event_005,1,1,1,1,0.1129919838,0,0,unchanged,unchanged,2018_3322359__event_005,2018_3322359__event_005,2018_3322359__event_005,True,True,True,0,0,0,0,False
tokyo_26786_relational_after,26786,relational_after,Which Government Building did I visit after 東京医科大学 八王子医療センター?,2018_543238__event_002,1,1,1,1,0.1422100831,0,0,unchanged,unchanged,2018_543238__event_002,2018_543238__event_002,2018_543238__event_002,True,True,True,0,0,0,0,True
tokyo_26786_semantic,26786,semantic,Which Fried Chicken Joint did I visit in Hachiōji?,2018_543193__event_002,1,1,1,1,0.1537885983,0,0,unchanged,unchanged,2018_543193__event_002,2018_543193__event_002,2018_543193__event_002,True,True,True,0,0,0,0,True
tokyo_26786_temporal_spatial,26786,temporal_spatial,Which Record Shop did I visit in Hachiōji in June 2018?,2018_543252__event_004,1,1,2,3,0.1126275546,-1,-1,worsened,worsened,2018_543252__event_004,2018_543252__event_004,2018_543179__event_003,False,False,True,0,0,0,0,True
tokyo_277915_relational_after,277915,relational_after,Which Arcade did I visit after 牛繁?,2018_3383909__event_002,1,1,1,1,0.1431857383,0,0,unchanged,unchanged,2018_3383909__event_002,2018_3383909__event_002,2018_3383909__event_002,True,True,True,0,0,0,0,False
tokyo_277915_semantic,277915,semantic,Which Japanese Restaurant did I visit in Hachiōji?,2018_3383887__event_002,2,2,2,4,0.1134856748,0,0,unchanged,unchanged,2018_3383912__event_002,2018_3383912__event_002,2018_3383912__event_002,True,True,True,0,0,0,0,False
tokyo_277915_temporal_spatial,277915,temporal_spatial,Which Internet Cafe did I visit in Hachiōji in March 2018?,2018_3383902__event_002,5,5,5,4,0.1146623236,0,0,unchanged,unchanged,2018_3383900__event_002,2018_3383900__event_002,2018_3383900__event_002,True,True,True,0,0,0,0,False
tokyo_280210_relational_after,280210,relational_after,Which Automotive Shop did I visit after びっくりドンキー?,2018_3396831__event_002,2,2,2,1,0.1365861263,0,0,unchanged,unchanged,2018_3396831__event_001,2018_3396831__event_001,2018_3396831__event_001,True,True,True,0,0,0,0,True
tokyo_280210_semantic,280210,semantic,Which Bike Shop did I visit in Fussa?,2018_3396792__event_003,1,1,1,1,0.1454817865,0,0,unchanged,unchanged,2018_3396792__event_003,2018_3396792__event_003,2018_3396792__event_003,True,True,True,0,0,0,0,True
tokyo_280210_temporal_spatial,280210,temporal_spatial,Which Café did I visit in Hachiōji in February 2018?,2018_3396806__event_001,1,1,1,2,0.1309823627,0,0,unchanged,unchanged,2018_3396806__event_001,2018_3396806__event_001,2018_3396806__event_001,True,True,True,0,0,0,0,True
tokyo_281448_relational_after,281448,relational_after,Which Japanese Restaurant did I visit after 八王子駅 (Hachiōji Sta.)?,2018_3403853__event_002,2,2,2,2,0.1170512835,0,0,unchanged,unchanged,2018_3403849__event_001,2018_3403849__event_001,2018_3403849__event_001,True,True,True,0,0,0,0,False
tokyo_281448_semantic,281448,semantic,Which Thrift / Vintage Store did I visit in Hachiōji?,2018_3403886__event_001,1,1,1,1,0.1168910449,0,0,unchanged,unchanged,2018_3403886__event_001,2018_3403886__event_001,2018_3403886__event_001,True,True,True,0,0,0,0,False
tokyo_281448_temporal_spatial,281448,temporal_spatial,Which Convenience Store did I visit in Hachiōji in March 2018?,2018_3403886__event_003,15,19,9,11,0.0063360345,6,10,improved,improved,2018_3403834__event_002,2018_3403834__event_002,2018_3403834__event_002,True,True,False,2,2,2,2,False
tokyo_283450_relational_after,283450,relational_after,Which Supermarket did I visit after 江川亭 昭島店?,2018_3416086__event_002,3,4,3,2,0.1404733654,0,1,unchanged,improved,2018_3416120__event_001,2018_3416120__event_001,2018_3416086__event_001,False,False,True,0,0,0,0,True
tokyo_283450_semantic,283450,semantic,Which Bridge did I visit in Fussa?,2018_3416150__event_002,1,1,1,1,0.1418543167,0,0,unchanged,unchanged,2018_3416150__event_002,2018_3416150__event_002,2018_3416150__event_002,True,True,True,0,0,0,0,True
tokyo_283450_temporal_spatial,283450,temporal_spatial,Which Video Store did I visit in Fussa in June 2018?,2018_3416139__event_001,1,1,1,1,0.1457800612,0,0,unchanged,unchanged,2018_3416139__event_001,2018_3416139__event_001,2018_3416139__event_001,True,True,True,0,0,0,0,True
tokyo_286142_relational_after,286142,relational_after,Which Train Station did I visit after 八王子駅北口東喫煙所?,2018_3433040__event_002,1,1,1,1,0.1456966002,0,0,unchanged,unchanged,2018_3433040__event_002,2018_3433040__event_002,2018_3433040__event_002,True,True,True,0,0,0,0,False
tokyo_286142_semantic,286142,semantic,Which City Hall did I visit in Hachiōji?,2018_3433008__event_001,1,1,1,1,0.1181806163,0,0,unchanged,unchanged,2018_3433008__event_001,2018_3433008__event_001,2018_3433008__event_001,True,True,True,0,0,0,0,False
tokyo_286142_temporal_spatial,286142,temporal_spatial,Which Ramen Restaurant did I visit in Hachiōji in May 2018?,2018_3433021__event_002,1,1,1,1,0.1215953688,0,0,unchanged,unchanged,2018_3433021__event_002,2018_3433021__event_002,2018_3433021__event_002,True,True,True,0,0,0,0,False
tokyo_286382_relational_after,286382,relational_after,Which Restaurant did I visit after 味ん味ん 八王子片倉店?,2018_3434342__event_002,2,2,2,2,0.1444987939,0,0,unchanged,unchanged,2018_3434342__event_001,2018_3434342__event_001,2018_3434342__event_001,True,True,True,0,0,0,0,False
tokyo_286382_semantic,286382,semantic,Which University did I visit in Hachiōji?,2018_3434341__event_001,2,2,1,1,0.1424706899,1,1,improved,improved,2018_3434330__event_001,2018_3434330__event_001,2018_3434341__event_001,False,False,True,0,0,0,0,False
tokyo_286382_temporal_spatial,286382,temporal_spatial,Which Restaurant did I visit in Hachiōji in February 2018?,2018_3434351__event_002,1,1,1,1,0.1168244145,0,0,unchanged,unchanged,2018_3434351__event_002,2018_3434351__event_002,2018_3434351__event_002,True,True,True,0,0,0,0,False
tokyo_28664_relational_after,28664,relational_after,Which Steakhouse did I visit after 三ヶ木バスターミナル?,2018_580044__event_007,2,2,2,2,0.1259848224,0,0,unchanged,unchanged,2018_580044__event_006,2018_580044__event_006,2018_580044__event_006,True,True,True,0,0,0,0,True
tokyo_28664_semantic,28664,semantic,Which Yoshoku Restaurant did I visit in Hachiōji?,2018_580023__event_002,1,1,1,1,0.1165325509,0,0,unchanged,unchanged,2018_580023__event_002,2018_580023__event_002,2018_580023__event_002,True,True,True,0,0,0,0,True
tokyo_28664_temporal_spatial,28664,temporal_spatial,Which Diner did I visit in Hachiōji in January 2018?,2018_580040__event_002,1,1,1,1,0.1458283654,0,0,unchanged,unchanged,2018_580040__event_002,2018_580040__event_002,2018_580040__event_002,True,True,True,0,0,0,0,True
tokyo_28697_relational_after,28697,relational_after,Which Nail Salon did I visit after Tully's Coffee?,2018_580909__event_002,3,4,4,3,0.1397667057,-1,0,worsened,unchanged,2018_580900__event_001,2018_580900__event_001,2018_580900__event_001,True,True,True,0,0,0,0,False
tokyo_28697_semantic,28697,semantic,Which Chinese Restaurant did I visit in Hachiōji?,2018_580909__event_003,1,1,2,4,0.1138033664,-1,-1,worsened,worsened,2018_580909__event_003,2018_580909__event_003,2018_580878__event_002,False,False,True,0,0,0,0,False
tokyo_28697_temporal_spatial,28697,temporal_spatial,Which Train Station did I visit in Hachiōji in January 2018?,2018_580905__event_001,2,2,1,1,0.1158385405,1,1,improved,improved,2018_580873__event_001,2018_580873__event_001,2018_580905__event_001,False,False,True,0,0,0,0,False
tokyo_290806_relational_after,290806,relational_after,Which Karaoke Box did I visit after 東京都立多摩職業能力開発センター 八王子校?,2018_3462039__event_002,1,1,1,1,0.1501155623,0,0,unchanged,unchanged,2018_3462039__event_002,2018_3462039__event_002,2018_3462039__event_002,True,True,True,0,0,0,0,False
tokyo_290806_semantic,290806,semantic,Which Supermarket did I visit in Hachiōji?,2018_3462036__event_002,1,1,1,1,0.1540401287,0,0,unchanged,unchanged,2018_3462036__event_002,2018_3462036__event_002,2018_3462036__event_002,True,True,True,0,0,0,0,False
tokyo_290806_temporal_spatial,290806,temporal_spatial,Which Discount Store did I visit in Fussa in July 2018?,2018_3462064__event_002,1,1,1,1,0.1168839753,0,0,unchanged,unchanged,2018_3462064__event_002,2018_3462064__event_002,2018_3462064__event_002,True,True,True,0,0,0,0,False
tokyo_29501_relational_after,29501,relational_after,Which Farmers Market did I visit after ハイネス二宮?,2018_596177__event_004,1,1,1,1,0.1348253294,0,0,unchanged,unchanged,2018_596177__event_004,2018_596177__event_004,2018_596177__event_004,True,True,True,0,0,0,0,False
tokyo_29501_semantic,29501,semantic,Which Donburi Restaurant did I visit in Fussa?,2018_596159__event_001,1,1,1,1,0.1212083962,0,0,unchanged,unchanged,2018_596159__event_001,2018_596159__event_001,2018_596159__event_001,True,True,True,0,0,0,0,False
tokyo_29501_temporal_spatial,29501,temporal_spatial,Which Racetrack did I visit in Fussa in July 2018?,2018_596177__event_003,1,1,1,1,0.1190795904,0,0,unchanged,unchanged,2018_596177__event_003,2018_596177__event_003,2018_596177__event_003,True,True,True,0,0,0,0,False
tokyo_29757_relational_after,29757,relational_after,Which Ramen Restaurant did I visit after らしんばん?,2018_601373__event_002,1,1,2,2,0.1393019399,-1,-1,worsened,worsened,2018_601373__event_002,2018_601373__event_002,2018_601373__event_001,False,False,True,0,0,0,0,False
tokyo_29757_semantic,29757,semantic,Which Electronics Store did I visit in Hachiōji?,2018_601438__event_002,2,2,2,1,0.1162738521,0,0,unchanged,unchanged,2018_601373__event_001,2018_601373__event_001,2018_601373__event_001,True,True,True,0,0,0,0,False
tokyo_29757_temporal_spatial,29757,temporal_spatial,Which Ramen Restaurant did I visit in Hachiōji in August 2018?,2018_601440__event_002,2,2,2,2,0.1136316147,0,0,unchanged,unchanged,2018_601430__event_002,2018_601430__event_002,2018_601430__event_002,True,True,True,0,0,0,0,False
tokyo_29764_relational_after,29764,relational_after,Which Toll Booth did I visit after 万成屋?,2018_601478__event_003,1,1,2,2,0.1431721677,-1,-1,worsened,worsened,2018_601478__event_003,2018_601478__event_003,2018_601478__event_002,False,False,True,0,0,0,0,False
tokyo_29764_semantic,29764,semantic,Which Tunnel did I visit in Hachiōji?,2018_601479__event_002,1,1,1,2,0.1397528764,0,0,unchanged,unchanged,2018_601479__event_002,2018_601479__event_002,2018_601479__event_002,True,True,True,0,0,0,0,False
tokyo_29764_temporal_spatial,29764,temporal_spatial,Which University did I visit in Hachiōji in February 2018?,2018_601542__event_002,2,2,2,3,0.1359654298,0,0,unchanged,unchanged,2018_601634__event_002,2018_601634__event_002,2018_601634__event_002,True,True,True,0,0,0,0,False
tokyo_31204_relational_after,31204,relational_after,Which Bar did I visit after 富士そば 八王子店?,2018_631691__event_002,2,2,2,2,0.1406428918,0,0,unchanged,unchanged,2018_631691__event_001,2018_631691__event_001,2018_631691__event_001,True,True,True,0,0,0,0,False
tokyo_31204_semantic,31204,semantic,Which Beer Garden did I visit in Hachiōji?,2018_631703__event_002,1,1,2,3,0.1165141057,-1,-1,worsened,worsened,2018_631703__event_002,2018_631703__event_002,2018_631604__event_001,False,False,True,0,0,0,0,False
tokyo_31204_temporal_spatial,31204,temporal_spatial,Which Tonkatsu Restaurant did I visit in Hachiōji in November 2017?,2018_631604__event_001,1,1,1,1,0.1456972845,0,0,unchanged,unchanged,2018_631604__event_001,2018_631604__event_001,2018_631604__event_001,True,True,True,0,0,0,0,False
tokyo_32545_relational_after,32545,relational_after,Which Convenience Store did I visit after ケンタッキーフライドチキン?,2018_661962__event_003,3,3,3,3,0.1339090519,0,0,unchanged,unchanged,2018_661962__event_002,2018_661962__event_002,2018_661962__event_002,True,True,True,0,0,0,0,True
tokyo_32545_semantic,32545,semantic,Which Sushi Restaurant did I visit in Hachiōji?,2018_661998__event_003,1,1,2,3,0.1126166028,-1,-1,worsened,worsened,2018_661998__event_003,2018_661998__event_003,2018_661980__event_002,False,False,True,0,0,0,0,True
tokyo_32545_temporal_spatial,32545,temporal_spatial,Which Convenience Store did I visit in Hachiōji in December 2017?,2018_661957__event_002,20,26,16,30,0.0002077539,4,10,improved,improved,2018_661952__event_001,2018_661952__event_001,2018_661968__event_002,False,False,False,4,3+,,unreachable,True
tokyo_325605_relational_after,325605,relational_after,Which Italian Restaurant did I visit after アニメイト?,2018_3674468__event_002,1,1,1,1,0.1468707806,0,0,unchanged,unchanged,2018_3674468__event_002,2018_3674468__event_002,2018_3674468__event_002,True,True,True,0,0,0,0,True
tokyo_325605_semantic,325605,semantic,Which Fast Food Restaurant did I visit in Hachiōji?,2018_3674424__event_001,1,1,1,1,0.1178388033,0,0,unchanged,unchanged,2018_3674424__event_001,2018_3674424__event_001,2018_3674424__event_001,True,True,True,0,0,0,0,True
tokyo_325605_temporal_spatial,325605,temporal_spatial,Which Music Store did I visit in Hachiōji in May 2018?,2018_3674434__event_002,1,1,1,1,0.1545998513,0,0,unchanged,unchanged,2018_3674434__event_002,2018_3674434__event_002,2018_3674434__event_002,True,True,True,0,0,0,0,True
tokyo_328941_relational_after,328941,relational_after,Which Shopping Mall did I visit after 京王 橋本駅 (KO45)?,2018_3694439__event_002,1,1,1,1,0.1461552859,0,0,unchanged,unchanged,2018_3694439__event_002,2018_3694439__event_002,2018_3694439__event_002,True,True,True,0,0,0,0,False
tokyo_328941_semantic,328941,semantic,Which Park did I visit in Hachiōji?,2018_3694440__event_002,1,1,1,1,0.1185955730,0,0,unchanged,unchanged,2018_3694440__event_002,2018_3694440__event_002,2018_3694440__event_002,True,True,True,0,0,0,0,False
tokyo_328941_temporal_spatial,328941,temporal_spatial,Which Bus Line did I visit in Hachiōji in June 2018?,2018_3694435__event_002,1,1,1,3,0.1193945563,0,0,unchanged,unchanged,2018_3694435__event_002,2018_3694435__event_002,2018_3694435__event_002,True,True,True,0,0,0,0,False
tokyo_339444_relational_after,339444,relational_after,Which Convenience Store did I visit after らあめん花月嵐 小平仲町店?,2018_3757165__event_005,2,2,2,2,0.1333207888,0,0,unchanged,unchanged,2018_3757165__event_004,2018_3757165__event_004,2018_3757165__event_004,True,True,True,0,0,0,0,False
tokyo_339444_semantic,339444,semantic,Which Clothing Store did I visit in Higashimurayama?,2018_3757174__event_001,1,1,1,1,0.1210722781,0,0,unchanged,unchanged,2018_3757174__event_001,2018_3757174__event_001,2018_3757174__event_001,True,True,True,0,0,0,0,False
tokyo_339444_temporal_spatial,339444,temporal_spatial,Which Bar did I visit in Higashimurayama in May 2018?,2018_3757174__event_002,1,1,1,1,0.1175079538,0,0,unchanged,unchanged,2018_3757174__event_002,2018_3757174__event_002,2018_3757174__event_002,True,True,True,0,0,0,0,False
